-3.143058	-3.1875405	-2.2345004	-2.4254138	-0.35033488	-2.814561	-1.5279006	0.14229934
-15.090036	-16.76064	-11.764515	-16.5762	-14.054508	-11.840838	-15.589804	-18.59317
-16.493134	-20.524403	-13.3199005	-10.460524	-6.0576363	-11.687437	-21.338423	-12.211078
-16.460316	-18.450584	-9.655211	-11.353828	-3.1299248	-15.7194	-15.511508	-12.481503
-18.683474	-8.524754	-12.504138	-7.1127133	-5.862389	-11.442139	-9.130057	-17.764942
-5.6134987	-8.949404	-5.777354	-5.6145334	-4.0447483	-12.478094	-7.939172	-2.4901247
-5.802732	-11.156041	-8.302725	-9.812061	-11.248604	-12.331479	-11.8397045	-5.6821265
-9.694251	-9.794268	-10.394022	-3.2655404	-7.7226677	-16.120497	-10.946929	-8.643005
-7.381765	-6.001417	-11.165655	-5.5097504	-6.9622474	-12.109099	-8.082995	-9.652912
-5.3166237	-12.326787	-9.462712	-5.000002	-7.5043216	-12.507765	-13.143092	-4.622329
-7.5543575	-8.265637	-1.038236	-6.6672125	-6.6766114	-6.304357	-11.677502	-3.4098809
0.9525067	-8.71466	-1.4224548	-2.0391564	-2.3851247	-9.951319	-3.8006072	-1.3422917
-1.9070265	-8.937736	-4.775375	-11.002031	-6.1705275	-13.475378	-8.817368	-5.326411
-9.929648	-8.956536	-10.16867	-10.778963	-12.405032	-14.307848	-12.248761	-7.806995
-4.2556496	-10.4800005	-6.1586823	-10.295538	-12.269643	-10.629325	-9.55593	-9.044172
-0.59095335	-9.246224	-4.0091615	-2.1591978	-6.6481223	-7.617369	-10.623478	-7.1085258
-7.0454874	-4.4241753	-4.0138016	-4.3787475	-5.870884	-9.521036	-7.1030865	-7.0195174
-2.0528917	-6.7467966	-6.9785075	-4.270095	-3.3044744	-4.3597026	-7.9356184	-5.4358697
-3.4270484	-9.157369	-5.571699	0.05433337	-3.887126	-8.513169	-6.5725656	-2.5987978
-8.05667	-9.913454	-5.4374976	-8.958495	-8.653137	-7.458598	-9.7236	-10.572765
-8.366855	-10.4746	-9.591846	-6.629584	-12.410772	-11.971247	-11.474271	-13.2222395
-4.07917	-3.8135543	-4.0932064	-6.571542	-12.037731	-1.6475521	-5.8778944	-5.6856084
-4.3440614	-8.238164	-8.720121	-1.7423941	-10.244735	-6.6124864	-10.674791	-4.3291407
-3.3855174	-5.800866	-1.5903702	-3.058094	-4.0345063	-1.9203991	-3.0701947	-7.573655
-3.6913304	-9.54936	-6.5835195	-3.8386583	-7.927369	-9.772776	-5.7659593	-10.815922
-6.628071	-6.574594	-7.1985006	-6.6444197	-8.637379	-7.4532547	-8.264202	-8.436647
-6.528089	-3.3615034	-6.4722085	-2.1355574	-8.396069	-2.580977	-0.68052197	-4.088334
-1.6236368	-6.8446293	-7.7325473	-6.831988	-11.752995	-9.492455	-8.616871	-7.6300263
